name,country,company_type,ownership,website,description,search_keyword,relevant,relevance_score
"Aagami, Inc.",,,Private,https://aagami.com,"Aagami, Inc., is a US based life sciences Strategic consulting and Global Advisory firm. 125+ Bio Pharma clients globally have put their trust in Aagami (220+ assignments) since last 23+ years."" [e177]:",AI drug discovery,False,0
BeOne Medicines,,"Biotech or pharma, therapeutic R&D; IT, information +1 More United States",Public,https://beonemedicines.com,"BeOne Medicines—formerly known as BeiGene—is advancing the next generation of cancer treatments through relentless innovation and a commitment to making them accessible faster, more equitably, and affordably to patients worldwide. Cancer knows no borders—and neither do we. No service providers, please."" [e184]:",AI drug discovery,True,2
MindWalk,,,Public,https://www.mindwalkai.com/,"MindWalk is a biologics discovery and development company with a proven track record of advancing candidates into the clinic. We partner with biopharmaceutical companies, vaccine developers, and global health organizations to accelerate the identification and optimization of therapeutic antibodies and biologic drug candidates. Our integrated platform — combining AI-driven discovery, multi-omics an",AI drug discovery,False,0
"Pharmcube Group Co., Ltd.",,Depth.,,https://global.pharmcube.com,,AI drug discovery,False,0
Inductive Bio,,.,Private,https://inductive.bio,"Accelerate small molecule discovery with a human-guided virtual lab where AI chemistry assistants run millions of in-silico experiments to identify the best ideas for the wet lab."" [e212]:",AI drug discovery,False,0
"Aimed Bio, Inc.",,,Public,https://www.aimedbio.com,"AIMEDBIO is a preclinical-stage biotech specializing in the development of antibody-drug conjugates (ADC) and antibody-based therapeutics."" [e34]:",AI drug discovery,False,0
Viamab Therapeutics,,,Private,https://www.viamb.com,"Viamab Therapeutics is developing the world's first RAGE-targeted antibody–drug conjugate — a first-on-target ADC platform with colorectal cancer as our lead indication and broader pan-cancer potential."" [e41]:",AI drug discovery,True,1
Lipotype GmbH,,,Private,https://www.lipotype.com,"Lipotype is your lipidomics partner and accelerates and de-risks your drug development project by answering all lipid metabolism related, critical questions in mode-of-action studies, dose-response, biomarker discovery und target identification studies."" [e48]",AI drug discovery,True,1
Pikralida,,,Private,https://pikralida.eu/en/,,AI drug discovery,False,0
360biolabs,,,Private,http://www.360biolabs.com/,"360biolabs, is Australia's leading bioanalytical lab, providing specialist laboratory services for the development of new therapeutics, vaccines and diagnostics in a quality-assured environment"" [e62]",AI drug discovery,False,0
ERS Genomics,,,Private,https://www.ersgenomics.com,"ERS Genomics is the CRISPR licensing company. We are co-founded by Nobel Prize winner Dr. Emmanuelle Charpentier and provide global access to the foundational CRISPR/Cas9 IP. We provide gene editing licenses worldwide across multiple sectors."" [e69]:",AI drug discovery,False,0
Axoltis Pharma,,,Private,http://www.axoltis.com,"Axoltis Pharma, the CNS Regeneration Company, develops a drug candidate with properties to modify the course of neurodegenerativec diseases. The drug-candidate NX210c is ready to start a Phase II clinical trial in ALS (authorized)",AI drug discovery,True,2
TOA EIYO LTD.,,,Private,http://www.toaeiyo.co.jp/english/,"TOA EIYO is a Japan-based specialty pharmaceutical company dedicated to cardiovascular, renal, and rare diseases."" [e96]:",AI drug discovery,False,0
CardiaTec Bio,,,,https://cardiatec.ai/,"CardiaTec is decoding the biology behind cardiovascular disease. The company leverages human multiomics data to better navigate complex disease biology to identify novel and differentiated therapeutics. CardiaTec is building the first and largest proprietary human heart tissue multiomics dataset. The company has a large and growing network of over 65 hospitals across the US and the UK, screening p",AI drug discovery,False,0
5 Prime Sciences Inc.,,,Private,https://www.5prime.com,"Human evidence is most valuable when it changes action. 5 Prime Sciences turns human causal biology into decisions on targets, safety, patients, and investment."" [e111]:",AI drug discovery,False,0
Innovation Norway,,,Private,https://www.innovasjonnorge.no/en/start-page/invest-in-norway/,,AI drug discovery,False,0
Crystal Pharmatech,,,Private,https://www.crystalpharmatech.com/,,AI drug discovery,False,0
Formulytica,,,Private,https://formulytica.com/,"We are a pharmaceutical product development company. More than simply a fee-for-service CDMO, we are a boutique development lab with deep industry experience and a flexible partnering approach. With a focus on innovation in formulation and analytical development, we excel in CMC development of topical and injectable drug delivery technologies of generics, biologics, and NCEs, and with an in-house ",AI drug discovery,False,0
Angel City Bio,,,Private,https://www.angelcitybio.com,"Angel City Bio (ACB) is a California-based specialty pharma developing two targeted GI therapeutics. Our lead asset, Vesudra, is a 505(b)(2) fixed-dose combination drug designed for gallstone prevention and hepatic protection in patients on GLP-1 receptor agonists, a meaningful and under-recognized complication of the rapid expansion of GLP-1 therapy. Our second asset, ACB1, is a preclinical oral ",AI drug discovery,False,0
Ajinomoto Bio-Pharma Services,,,Public,https://www.ajibio-pharma.com/,"Ajinomoto Bio-Pharma Services is a global CDMO offering cutting-edge ADC technologies and high-quality and scalable manufacturing capabilities for various modalities such as oligonucleotides, PMO, peptides, VHH, small molecules and AAV for gene therapy. With our over decades expertise, we can support the entire lifecycle of your program from preclinical to commercial supply.Schedule a meeting toda",AI drug discovery,False,0
PharSafer House,,,Private,https://www.pharsafer.com,"Founded in 2003, PharSafer® is a specialist global CRO providing pharmacovigilance, medical, regulatory, quality, and automation-driven safety solutions across clinical development and post-marketing activities. Supporting biotech and pharmaceutical companies worldwide, PharSafer combines deep global drug safety expertise with innovation through RAPTAR® to help organisations navigate complex regul",AI drug discovery,False,0
Motac Neuroscience,,Investor,Private,http://motac.com/,,AI drug discovery,False,0
Two Bear Capital,,Investor,Private,https://www.twobearcapital.com,"Two Bear Capital invests in select seed and series A opportunities in bioinformatics, biotechnology, genomics, healthcare innovation, cybersecurity and AI/ML."" [e50]",AI drug discovery,False,0
Zefit Inc.,,,Private,https://www.zefit.co.kr,,AI drug discovery,False,0
TAHO Pharmaceuticals Ltd.,,,Public,http://www.tahopharma.com/en,"TAHO Pharmaceuticals Ltd., founded in 2010 and headquartered in Taipei, Taiwan, is a publicly listed company on the Taipei Exchange. Our company specializes in innovative drug delivery technologies, developing transdermal and transmucosal solutions that enhance drug absorption, improve patient compliance, and optimize therapeutic outcomes. Leveraging our TDS technology, TAHO has successfully devel",AI drug discovery,False,0
"Hovione, LLC",,,Private,http://www.hovione.com/products-and-services/proprietary-product-licensing/proprietary-product-portfolio,"Hovione is actively seeking partners for its clinical stage assets in dermatology, ophthalmology, and dry powder inhalation."" [e88]",AI drug discovery,False,0
Vasa Therapeutics,,,Private,https://vasatherapeutics.com/,"Vasa is seeking partnering opportunities to advance a pipeline of novel programs for cardiovascular diseases (HFPEF, arrhythmia), neuromuscular diseases, obesity, and renal diseases (CKD).Vasa is also raising series A funding.**PLEASE, NO SERVICE OFFERS. Thank you.**"" [e95]:",AI drug discovery,False,0
PTNG Scientific,,"Biotech or pharma, therapeutic R&D South Korea",Private,https://ptngscientific.com/,"PTNG Scientific accelerates discovery by combining rigorous computational modelling with deep structural biology and cell biology expertise, so your next result is clear and the path to an optimised protein is reliable and fast. We help our clients optimise protein stability, protein-protein binding (affinity and specificity), protein functionality (i.e. behaviour in certain pHs) and understand ph",AI drug discovery,True,3
Rznomics Inc.,,,Public,http://www.rznomics.com/en/,"Rznomics Inc. is a biotech company in Korea specialized in developing biopharmaceuticals based on RNA platform technology for cancer/intractable diseases."" [e132]",AI drug discovery,True,1
Ice Miller LLP,,,Private,https://www.icemiller.com,"Ice Miller LLP is a national law firm of over 350 lawyers with a leading life sciences practice. We assist our clients with matters ranging from general corporate counseling, IP procurement, and VC financing to collaborations and strategic alliances."" [e139]:",AI drug discovery,False,0
"Skyhawk Therapeutics, Inc.",,,Private,https://www.skyhawktx.com/,"Skyhawk Therapeutics is a drug discovery and development company focused on revolutionizing disease treatment with small molecules that modify RNA expression."" [e160]",AI drug discovery,True,1
EDmicBio inc.,,,Public,https://edmicbio.com/,"EDmicBio Inc. develops 3D organ-on-a-chip platforms for drug discovery and disease treatment to improve the quality of human life."" [e167]:",AI drug discovery,True,1
ProteinQure Inc,,,Private,https://www.proteinqure.com,"ProteinQure is clinical stage biotech. We have built the best computational platform for peptide design. We have collaborations with AstraZeneca, Daiichi Sankyo and multiple other top 25 pharma companies. Our internal pipeline focuses on using peptides for tissue specific delivery. With lead program PQ203 in Phase I for TOP1 resistant TNBC. And the rest of the pipeline focused on CNS delivery of s",AI drug discovery,True,2
AUTOTAC Bio,,,Private,http://www.autotacbio.com,"AUTOTAC Bio challenges to create the new modality for target protein degradation platform technology using AUTOTAC(Autophagy-Targeting Chimera). With AUTOTAC platform, we are developing first-in-class therapeutics targeting CNS diseases such as AD and PD."" [e190]",AI drug discovery,False,0
PeptiDream Inc.,,") spin-off, is dedicated to developing",Public,http://www.peptidream.com/en/,"PeptiDream is a public biopharmaceutical company based in Kawasaki, Japan, focusing on the discovery and development of macrocyclic peptide-based therapeutics and commercialization of radiopharmaceuticals in Japan."" [e197]",AI drug discovery,False,0
Nexuce Therapeutics,,(NEXUCE) therapeutics.,Private,http://688062.sh/,,AI drug discovery,False,0
Mindera Health,,,Private,https://www.liberothera.com/,"Mindera Health™ is commercializing scalable extraction technology and data analysis to report a patient’s individual transcriptomic data. Mindera’s technology creates Dermal Intelligence™, actionable information for payers, providers and patients. The company’s flagship test, Mind.Px, uses both a dermal biomarker patch and Machine Learning to determine a patient’s receptivity to very expensive pso",AI drug discovery,True,2
Nucleai,,,Private,https://www.nucleai.ai,"Nucleai is an AI-driven spatial tissue intelligence company with a successful proven track record, leveraging routinely available pathology imaging data in areas where spatial analysis is most needed"" [e62]:",AI drug discovery,False,0
MMS HOLDINGS INC,,,Private,https://mmsholdings.com/,"MMS Holdings (MMS) is an award-winning, data-focused clinical research organization (CRO) that supports the pharmaceutical and biotech industries with a proven, scientific approach to complex trial data and regulatory submission challenges. Strong industry experience, an 18-year track record, AI technology-enabled services, and a data-driven approach to drug development make MMS a valuable CRO par",AI drug discovery,False,0
Biosimulytics,,,Private,http://www.biosimulytics.com,,AI drug discovery,False,0
Gedeon Richter,,,Public,https://www.gedeonrichter.com/en,"Gedeon Richter - a European specialty pharmaceutical Company - is focused on Female Healthcare and CNS disorders. Furthermore, Gedeon Richter is engaged in global development of biosimilars. The company has state-of-the-art commercial microbial and mammalian manufacturing capabilities in Europe."" [e106]:",AI drug discovery,False,0
Waymark Clinical,,is a leading biotech company specializing in scalable nanoparticle synthesis instrument (NanoCalibur) and Organ-on-a-Chip technologies(Organ chip and automated organ modeling instrument). Also we are actively looking for a commercial distributors and scientific collaborators to validate and build reference together for global expansion.,Private,http://mepsgen.com/eng/,,AI drug discovery,False,0
MEPSGEN,,is a leading biotech company specializing in scalable nanoparticle synthesis instrument (NanoCalibur) and Organ-on-a-Chip technologies(Organ chip and automated organ modeling instrument). Also we are actively looking for a commercial distributors and scientific collaborators to validate and build reference together for global expansion.,Private,http://mepsgen.com/eng/,"Mepsgen is a leading biotech company specializing in scalable nanoparticle synthesis instrument (NanoCalibur) and Organ-on-a-Chip technologies(Organ chip and automated organ modeling instrument). Also we are actively looking for a commercial distributors and scientific collaborators to validate and build reference together for global expansion. See More"":",AI drug discovery,False,0
Alvogen Inc,,,Public,http://www.alvogen.com,,AI drug discovery,False,0
Van Heron Labs,,,Private,https://vanheronlabs.com,,AI drug discovery,False,0
Altasciences,,,Private,https://www.altasciences.com/,"For over 25 years, Altasciences has been partnering with sponsors to help support educated, faster, and more complete early drug development decisions. Altasciences’ integrated, full-service solutions include preclinical safety testing, clinical pharmacology and proof of concept, bioanalysis, program management, medical writing, biostatistics, clinical monitoring, and data management, all customiz",AI drug discovery,False,0
Spektus Pharma Inc,,,Private,https://www.spektuspharma.com/,"Spektus designs, develops and commercializes differentiated CNS therapies through its patented drug delivery platforms."" [e192]:",AI drug discovery,False,0
Invenra Inc.,,"Biotech or pharma, therapeutic R&D Canada",Private,https://www.invenra.com,"Invenra is a multispecific antibody company pioneering next-generation precision biologics through its industry-leading B-Body® bispecific and T-Body™ trispecific platforms. With proven yield, purity, and stability at scale, our technologies unlock a vast design space that conventional antibody approaches simply cannot match. Invenra is actively seeking partners for our 52 novel trispecific ADC pr",AI drug discovery,True,1
"Rapafusyn Pharmaceuticals, Inc.",,,Private,https://www.rapafusyn.com,Rapafusyn is an innovative near-clinical stage biotech company with an industry-leading non-degrading molecular glue platform (RapaGlues™) that has key advantages in tackling undruggable targets over other small molecular modalities. Rapfusyn's 8 billion + compound DEL library of non-degrading molecular glues is the largest and most productive in the industry at identifying novel chemical starting,AI drug discovery,False,0
Consegna Pharma Inc.,,,Private,http://www.consegnapharma.com,"Consegna Pharma is a specialty pharmaceutical company that reformulates known, approved drugs and creates long-acting injectable (LAI) medications with improved clinical and economic benefits."" [e58]",AI drug discovery,False,0
CTCELLS,,,Private,https://www.ctcells.com,"CTCELLS is advancing cancer therapeutics with the RACE platform for safer immunotherapy and the TRACE Platform liquid biopsy system for precise CTC/cCAF diagnostics."" [e65]:",AI drug discovery,True,1
BRIDGE Innovation & Business Development,,,,https://www.umassmed.edu/bridge/,"We serve as the hub for all commercialization activities at UMass Chan Medical School – a world-class research institution in Worcester, Mass. Our breakthrough research includes the Nobel prize-winning discovery of RNA interference (RNAi) and gene therapies for rare diseases, including Canavan Disease, Tay-Sachs, Spinal Muscular Atrophy (SMA) and more. Our mission is to create a “bridge” between U",AI drug discovery,False,0
Unobio,,,Public,https://unobio.com/,"Modern AI native pharma cloud solution. Building AI native research tools, automating business intelligence, regulatory, medical affairs, heor, and communications workflows for biotech and pharmaceutical industry."" [e87]:",AI drug discovery,False,0
"aTyr Pharma, Inc.",,,Public,http://www.atyrpharma.com,"aTyr is a clinical stage biotechnology company leveraging evolutionary intelligence to translate tRNA synthetase biology into new therapies for fibrosis and inflammation. tRNA synthetases are ancient, essential proteins that have evolved novel domains that regulate diverse pathways extracellularly in humans. aTyr’s discovery platform is focused on unlocking hidden therapeutic intervention points b",AI drug discovery,False,0
Daicel Life Sciences,,,Public,https://www.daicel.com/lifesciences/en/,"Daicel Life Sciences provides products and services to a wide array of the Pharmaceutical market. In the area of drug delivery, our Actranza device is designed to inject biological drugs intra-cellularly without the use of carriers, excipients, or vector"" [e101]",AI drug discovery,False,0
Iris Pharma,,,Private,https://www.iris-pharma.com,"Solutions for every challenge in ocular drug and ophthalmic medical device development"" [e124]",AI drug discovery,False,0
Toro BioAdvisors,,,Private,https://www.bilix.com,,AI drug discovery,False,0
Bilix Co. Ltd.,,through oral formulation.,Private,https://www.bilix.com,,AI drug discovery,False,0
"Zymeworks, Inc.",,,Public,http://www.zymeworks.com,,AI drug discovery,False,0
Toshiba Corporation,,,Private,https://www.global.toshiba/ww/products-solutions/lnp.html,"For 150 years, Toshiba had led in the developemnt and commercialization of numerous technologies for the medical and life science fields. That tradition continues with the development of our proprietary LFor 150 years, Toshiba has served as a world leader in the development and commercialization of numerous innovative technologies with positive impacts for our global stakeholders -- including sign",AI drug discovery,False,0
Genmab,,,Public,https://www.genmab.com,"Genmab is an international biotechnology company focused on innovative antibody therapies with the core purpose of improving the lives of people with cancer and other serious diseases."" [e180]:",AI drug discovery,True,1
Piramal Pharma Solutions,,,Public,http://www.piramalpharmasolutions.com,"Global CDMO offering end-to-end development and manufacturing solutions across the drug life cycle. We serve our customers through a globally integrated network of facilities in North America, Europe, and Asia."" [e187]",AI drug discovery,False,0
TechLink,,,Private,https://techlinkcenter.org,"TechLink is a non-profit government funded organization supporting tech transfer across both the Department of Veterans Affairs and Department of Defense, as well as our home institute, Montana State University, in Bozeman, Montana."" [e194]",AI drug discovery,False,0
Cenyx Biotech Inc.,,,Private,https://www.cenyxbiotech.com/en,"Cenyx Biotech is a clinical-stage nanomedicine company pioneering cerium oxide-based nanozyme therapeutics — a catalytic ROS-elimination platform — for acute inflammatory diseases. Our lead asset CX213 (SAH-induced inflammation, FDA ODD, Phase 1 complete) and CX301 (AKI, preclinical) are available for co-development, licensing, or strategic acquisition. See More"" [e201]:",AI drug discovery,False,0
Sobrera Pharma,,,Private,https://www.sobrera.com,,AI drug discovery,False,0
Temmune Therapeutics,,,Private,https://www.ams-plan.com/,"Temmune Therapeutics is developing TEM-021, a first-in-class oral allosteric Kv1.3 modulator designed to unlock a clinically validated target through differentiated, state-dependent pharmacology and drug-like developability. Kv1.3 is a key regulator of pathogenic effector memory T cells driving chronic inflammatory disease, but prior approaches have been limited by pore-blocking pharmacology, moda",AI drug discovery,False,0
"AMS Planning, Inc.",,"— a high-fidelity pharmacokinetic data layer for radiopharmaceutical therapies. Our proprietary BSX system, currently deployed in Japanese hospitals for ¹⁷⁷Lu-Lutathera (DOTATATE) therapy with adaptation to Pluvicto in development, captures the radionuclides excreted in patient urine after treatment — turning what had been a hospital waste-management problem into a stream of timestamped, quantitative PK data points reflecting how each drug behaved inside an individual patient. We are now laying the foundation for a dedicated Urine PK Database for radiopharmaceuticals, and are seeking research and co-development partners to translate this data into predictive insights for efficacy, toxicity, dosing, and drug repurposing.",Private,https://www.ams-plan.com/,"AMS Planning, Inc. is a Tokyo-based nuclear medicine venture building the Urine PK Platform — a high-fidelity pharmacokinetic data layer for radiopharmaceutical therapies. Our proprietary BSX system, currently deployed in Japanese hospitals for ¹⁷⁷Lu-Lutathera (DOTATATE) therapy with adaptation to Pluvicto in development, captures the radionuclides excreted in patient urine after treatment — turni",AI drug discovery,False,0
Ascletis Pharma Inc.,,,Public,http://www.ascletis.com/,"Ascletis is an innovative R&D driven biotech listed on the Hong Kong Stock Exchange (1672.HK), covering the entire value chain from discovery and development to manufacturing and commercialization."" [e62]",AI drug discovery,False,0
"iPark Institute Co., Ltd.",,,Private,https://www.shonan-ipark.com/en/,"Shonan Health Innovation Park (Shonan iPark) is Japan's first pharmaceutical-initiated science park, established in April 2018 when Takeda Pharmaceutical Company Limited (Takeda) opened its then in-house research center to outside organizations. It is currently operated by iPark Institute, a spin-off venture from Takeda. Shonan iPark aims to become a place where industry, government, and academia ",AI drug discovery,False,0
Foli Bio Inc.,,,Private,https://www.foli.bio/,"Foli Bio is pioneering a next-generation transcriptomics and immune profiling platform to advance drug development and precision medicine. We have discovered that exfoliated biological material, such as stool, serves as a rich yet untapped reservoir of biological signals, offering unique insights into human health. Leveraging our proprietary Foli-seq technology, we have, for the first time, enable",AI drug discovery,False,0
Skyline Therapeutics,,,Private,https://www.skytx.com/,"Skyline is a clinical stage gene therapy company with proprietary AAV platforms (for capsid discovery, vector engineering, PD/AD and GMP manufacturing) and differentiated AAV therapeutics with global first-/best-in-class potential & novel capsids."" [e130]:",AI drug discovery,False,0
Slalom,,,Private,https://www.slalom.com,,AI drug discovery,False,0
Cocrystal Pharma,,,Public,https://www.cocrystalpharma.com/,"We are a clinical-stage biotechnology company discovering and developing novel antiviral therapeutics that target the replication process of coronaviruses (including SARS-CoV-2), influenza viruses, noroviruses and hepatitis C viruses."" [e145]",AI drug discovery,False,0
DCx Biotherapeutics,,,Public,https://www.dcxbio.com,DCx Biotherapeutics is a preclinical-stage discovery and translational company addressing key dependencies of cancer lesions by developing multi-modal synergistic-targeting therapeutics with improved efficacy and tolerability while minimizing resistance. DCx’s MuSiC™ platform is enabled through the integration of CRISPR-based high-throughput functional screening combined with deep bioinformatics i,AI drug discovery,True,2
"Far East Bio-Tec. Co., Ltd.",,,Public,https://www.febico.com,,AI drug discovery,False,0
IQVIA Biotech,,,Public,https://www.iqvia.com,,AI drug discovery,False,0
Aprecia Pharmaceuticals,,,Private,https://www.aprecia.com,"Aprecia's industry-leading 3D Printing (3DP) platforms and systems transform the way medicine is developed, manufactured, and delivered, meeting the unprecedented demand for differentiating and patient-friendly dosage forms."" [e190]",AI drug discovery,False,0
"Jiangsu Nhwa Pharmaceutical Co., Ltd",,,Public,http://en.nhwa-group.com/,"Nhwa Pharmaceutical is a leading and fully integrated CNS company in China, mainly focused on Psychiatry, Neurology, Anesthesia and Analgesia therapeutic fields."" [e197]",AI drug discovery,False,0
Sen-Jam Pharmaceutical,,,Private,http://www.sen-jam.com,,AI drug discovery,False,0
"Shionogi & Co., Ltd.",,,Public,http://www.shionogi.co.jp/en/,"SHIONOGI is a research-driven Japanese pharmaceutical company with affiliates in the US, Europe, UK, China and Taiwan. Total revenue FY2023 was $3.1 billion. Business portfolio includes pharmaceuticals, vaccines, digital, OTC, diagnostics and CDMO"" [e34]",AI drug discovery,False,0
HY Medicine,,,Private,https://hybiopharma.com,"HY Medicine is a clinical stage biotech company focusing on developing transformative therapeutic options fortreatment-resistant pain,addiction & depression. The lead drug candidate HY-1608 ( phase 2) is the only known opioid µ/δ/NOP triple partial agonist and κ antagonist in clinical development with little abuse potential and with much reduced side effects. No abuse liability and no effects on c",AI drug discovery,False,0
Translational Research Institute (TRI),,,Private,https://www.tri.edu.au/,"The Translational Research Institute (TRI) is a leading Australian biomedical research and translation organisation connecting research, clinical development, and industry within a single integrated ecosystem. TRI is home to more than 1,100 researchers, clinicians, and industry personnel supporting the development of new therapies, vaccines, and health technologies. Within the TRI ecosystem, ENTRI",AI drug discovery,True,1
YYZ Pharmatech Inc.,,,Private,https://yyzpharmatech.com/,"YYZ Pharmatech Inc. (“YYZ”) enhances pharmaceutical discovery and existing assets by revealing the missing layer of human-relevant, low-abundance biology – unlocking new targets, improving clinical success, and enabling next-gen therapies for patients. YYZ is advancing first-in-class therapeutics by uncovering novel, druggable cell-surface co-receptors and receptor complexes directly from human sy",AI drug discovery,False,0
Redoxis AB,,"We offer customized in vitro and in vivo models for efficacy, mechanism-of-action, and product characterization studies—supporting early drug development across small molecules, biologics, cell and gene therapies, and mRNA platforms.",Private,https://www.redoxis.com/,"Redoxis is a Swedish preclinical CRO specializing in inflammation and autoimmune diseases. We offer customized in vitro and in vivo models for efficacy, mechanism-of-action, and product characterization studies—supporting early drug development across small molecules, biologics, cell and gene therapies, and mRNA platforms. See More"" [e104]:",AI drug discovery,False,0
Bao Pharma,,,Public,https://www.baopharma.com/,"Bao Pharma is a Shanghai-based biopharmaceutical company publicly listed in Hong Kong since December 2025. Bao Pharma specializes in recombinant protein therapeutics and operates two cGMP-compliant manufacturing facilities in China. Our major focus areas include IgG-degrading enzyme therapeutics as a core modality for autoimmune and immune-mediated diseases, as well as antibody-based therapeutics ",AI drug discovery,False,0
PYC Therapeutics,,,Public,https://pyctx.com,"PYC is a clinical-stage biotechnology company developing RNA therapies for major unmet patient needs. The Company combines RNA drug cargoes with its proprietary non-viral delivery technology to deliver more drug into the target cell."" [e120]:",AI drug discovery,False,0
"MJL Bio Co., Ltd.",,,Private,http://www.mjlbio.com/,"MJLBio is a company that specializes in the IP- based technology transfer, particularly in the pharmaceuticals and biotechnology sectors."" [e127]:",AI drug discovery,False,0
"DeuteRx, LLC",,,Private,https://www.deuterx.com,"DeuteRx is developing small molecule NCEs with new IP based on known compounds and approved drugs using a novel approach to chiral switching. Validated by 4 M&A transactions. Seeking biotech or pharma partners and/or investors. No CROs / service providers"":",AI drug discovery,False,0
Doron Therapeutics,,,Private,https://www.dorontherapeutics.com,"Doron Therapeutics is a regenerative medicine company developing MOTYS - a Phase 3 biologic drug designed to treat knee osteoarthritis symptoms and delay progression of the disease. A single injection of MOTYS provides durable improvements in pain and dysfunction for up to 12 months, while protecting cartilage from further degeneration. We are actively meeting with US and OUS strategic partners to",AI drug discovery,False,0
HIT-Hub Innovazione Trentino,,,Private,https://www.trentinoinnovation.eu,"HIT-Hub Innovazione Trentino is a technology transfer agency with the scope of promoting and valorizing research and innovation carried out by the R&D centres in the Trentino area (north east of Italy)."" [e157]",AI drug discovery,False,0
HK inno.N Corporation,,,Private,http://www.inno-n.com/eng/,,AI drug discovery,False,0
Nanexa AB,,,Public,http://www.nanexa.com/,,AI drug discovery,False,0
Polbionica S.A.,,"POLBIONICA.com/en is one of Europe’s leading biotech innovators — developing 3D bioprinted organs and tissue models for drug discovery and cytotoxicity research.Our groundbreaking work on the bionic pancreas has already gained international attention. After successful transplantation of our bioprinted pancreas in mice and pigs, we are approaching the first in the world transplantation in humans.We've also developed set of proprietary biomaterials.Sounds interesting? Meet us at booth 672!",Private,https://www.POLBIONICA.com/en,"POLBIONICA.com/en is one of Europe’s leading biotech innovators — developing 3D bioprinted organs and tissue models for drug discovery and cytotoxicity research.Our groundbreaking work on the bionic pancreas has already gained international attention. After successful transplantation of our bioprinted pancreas in mice and pigs, we are approaching the first in the world transplantation in humans.We",AI drug discovery,True,1
Olavide Neuron STX,,(~$2M committed by current investors and >$4M in non-dilutive grants secured). We seek a Lead VC Investor for our Phase II trial and explore strategic pharma licensing or co-development partnerships.,Private,https://onestx.bio/,,AI drug discovery,True,2
Biosynth,,,Private,https://WWW.Biosynth.com,"Custom & Catalog specialty chemicals, CDMO Services for Small & Large Molecule Chemistry, Enzymes, Peptides and Bioconjugation. Facilities primarily based in USA, Europe and APAC."" [e50]:",AI drug discovery,False,0
Manifold Bio,,,Private,http://manifold.bio/,"Manifold Bio is pioneering the next generation of tissue-targeted therapeutics by combining high-throughput in vivo screening with AI-guided protein design. Manifold's discovery engine is building a \"" [e65]medicine cabinet\"" of protein-based shuttling technologies to target the brain, adipose tissue, and more, and applying these shuttles to develop a diverse portfolio of shuttled medicines throug",AI drug discovery,False,0
ITR Laboratories Canada Inc,,"is a leading mid-sized preclinical Contract Research Organization (CRO) offering comprehensive non-clinical safety assessment services to the global biopharmaceutical and biotechnology industries. Located in Montreal, Canada, ITR specializes in a broad spectrum of GLP-compliant toxicology and laboratory services, including general, genetic, ocular, dermal, inhalation, infusion, juvenile, and immunotoxicology studies, as well as in-vitro models and in-silico predictive toxicology. With over 30 years of experience and nearly 6,000 studies conducted, ITR is an ideal partner for companies seeking expert, flexible, and timely support in drug safety assessment—from discovery to first-in-human readiness to regulatory submissions.",Private,https://www.itrlab.com/,"ITR Laboratories Canada Inc. is a leading mid-sized preclinical Contract Research Organization (CRO) offering comprehensive non-clinical safety assessment services to the global biopharmaceutical and biotechnology industries. Located in Montreal, Canada, ITR specializes in a broad spectrum of GLP-compliant toxicology and laboratory services, including general, genetic, ocular, dermal, inhalation, ",AI drug discovery,True,1
Las Vegas Global Economic Alliance,,TargTex is a preclinical-stage biotech developing,Private,https://lvgea.org/doing-business-here/target-industries/biotech/,"The Las Vegas region is sustaining and rapidly growing a biotech ecosystem, with a low-cost low tax operating environment, available qualified workforce, low-cost real estate, and the hunger to attract the industry nationally and internationally."" [e81]:",AI drug discovery,False,0
Afton Scientific Corporation,,,Private,http://Afton,"Afton Scientific is a contract development and manufacturing organization (CDMO) in Virginia that specializes in filling of injectables from clinical trials to approved commercial drugs."" [e96]:",AI drug discovery,False,0
Prokarium,,,Private,http://www.prokarium.com/,"Prokarium is a UK biotech company with a lead program in phase 1 clinical development in the US for non-muscle invasive bladder cancer (NMIBC). By combining cutting-edge synthetic biology with AI-enabled discovery, the company creates next generation bacterial immunotherapies."" [e103]:",AI drug discovery,True,1
Transgene S.A.,,,Public,http://www.transgene.fr/,,AI drug discovery,False,0
Cyclarity Therapeutics,,,Private,https://cyclaritytx.com/,,AI drug discovery,False,0
InduPro Therapeutics,,,Private,https://www.induprotx.com/,,AI drug discovery,False,0
Otago Innovation Limited,,,Private,http://www.otagoinnovation.com,"Otago Innovation is the University of Otago's company to develop IP to become investor-ready. We are seeking licensees, partners or investors for our technologies in vaccines, drug discovery & development, diagnostic biomarkers and medical devices."" [e162]",AI drug discovery,True,2
"Neurovation Labs, Inc.",,,Private,https://www.neurovationlabs.com,"Neurovation Labs is a neuroscience company developing precision neuromodulators and biomarker-based diagnostics for circuit-level brain dysfunction. Its platform leverages TARP proteins to achieve unmatched selectivity, unlocking a pipeline of small molecules for CNS disorders with high unmet needs, including PTSD, aggression in Alzheimer’s and autism, and traumatic brain injury.The company's lead",AI drug discovery,True,1
MichBio,,,Public,http://www.michbio.org/,"MichBio - a non-profit association representing >3300 bioscience facilities (companies, research centers, others) dedicated to advancing Michigan's bioscience industry by providing B2B services and resources, education, talent, intelligence and advocacy."" [e178]:",AI drug discovery,False,0
